,CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
3904,Portland,Trail Blazers,1610612757,0,1,0,1,0,0,0,7,1,5,240,0,37,94,0.394,16,41,0.39,17,20,0.85,15,35,57,26,24,4,14,2,107,57.0,107.0,0,0.5294117647058824,-2.0,2021-22,2022-01-25,0022100721,1,0,0.5384615384615384,0.2857142857142857,0.425531914893617,3.6666666666666665,0.5573937908496732,2.0
3905,OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,2,8,1,5,240,0,36,82,0.439,14,43,0.326,23,31,0.742,11,38,57,21,19,8,17,10,109,57.0,109.0,0,0.5229357798165137,2.0,2021-22,2022-01-25,0022100721,0,1,0.5652173913043478,0.4583333333333333,0.5106382978723404,0.3333333333333333,0.5656162744315915,2.0
3906,Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,4,1,5,240,0,48,92,0.522,14,32,0.438,26,31,0.839,10,27,41,24,17,11,9,7,136,41.0,136.0,0,0.6260869565217392,11.0,2021-22,2022-01-23,0022100706,1,0,0.5652173913043478,0.43478260869565216,0.5,0.3333333333333333,0.5657591764865231,4.0
3907,OPPONENTS, Nets,1610612751,0,1,0,0,0,1,2,8,1,5,240,0,48,95,0.505,15,38,0.395,14,15,0.933,16,32,56,27,29,4,19,1,125,56.0,125.0,2,0.6,-11.0,2021-22,2022-01-23,0022100706,0,1,0.5217391304347826,0.7391304347826086,0.6304347826086957,1.6666666666666667,0.5944444444444444,2.0
3908,New York,Knicks,1610612752,0,1,0,1,0,0,0,13,1,5,240,0,37,80,0.463,12,38,0.316,24,33,0.727,11,33,57,21,30,6,18,7,110,57.0,110.0,2,0.5370370370370371,-2.0,2021-22,2022-01-18,0022100666,1,0,0.4583333333333333,0.5238095238095238,0.4888888888888889,-1.0,0.5593771038679244,1.0
3909,OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,1,12,1,5,240,0,35,81,0.432,13,41,0.317,29,38,0.763,8,30,50,21,25,10,13,6,112,50.0,112.0,0,0.5233644859813084,2.0,2021-22,2022-01-18,0022100666,0,1,0.5454545454545454,0.45454545454545453,0.5,4.666666666666667,0.5359611899835913,2.0
3910,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,9,1,5,240,0,42,92,0.457,8,32,0.25,24,35,0.686,16,40,65,22,15,10,14,7,116,65.0,116.0,0,0.5714285714285714,8.0,2021-22,2022-01-13,0022100628,1,0,0.6666666666666666,0.7,0.6818181818181818,8.0,0.5970219482414604,2.0
3911,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,3,8,1,5,240,0,41,96,0.427,15,48,0.313,11,14,0.786,12,34,54,23,26,4,18,8,108,54.0,108.0,1,0.512,-8.0,2021-22,2022-01-13,0022100628,0,1,0.5238095238095238,0.42857142857142855,0.47619047619047616,2.3333333333333335,0.5894700854700855,2.0
3912,Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,1,6,1,5,240,0,36,89,0.404,15,44,0.341,18,23,0.783,13,32,51,26,23,10,20,4,105,51.0,105.0,0,0.5081967213114754,-30.0,2021-22,2022-01-07,0022100587,1,0,0.4,0.2777777777777778,0.34210526315789475,-15.666666666666666,0.4941163648886942,2.0
3913,OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,0,9,1,5,240,0,50,90,0.556,17,41,0.415,18,25,0.72,8,37,54,39,18,12,15,8,135,54.0,135.0,0,0.6544117647058824,30.0,2021-22,2022-01-07,0022100587,0,1,0.5238095238095238,0.4444444444444444,0.48717948717948717,18.666666666666668,0.5986719249103151,2.0
3914,Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,7,1,5,240,0,36,90,0.4,12,44,0.273,14,20,0.7,15,40,62,23,16,11,16,7,98,62.0,98.0,1,0.5175438596491229,8.0,2021-22,2022-01-05,0022100574,1,0,0.5238095238095238,0.4117647058823529,0.47368421052631576,7.0,0.5571728466465308,2.0
3915,OPPONENTS, Thunder,1610612760,0,1,0,0,0,1,1,6,1,5,240,0,33,90,0.367,9,35,0.257,15,18,0.833,14,38,58,21,18,11,18,7,90,58.0,90.0,0,0.46956521739130436,-8.0,2021-22,2022-01-05,0022100574,0,1,0.42105263157894735,0.2777777777777778,0.35135135135135137,-0.6666666666666666,0.4958886289560402,3.0
3916,Utah,Jazz,1610612762,1,0,1,0,0,0,1,12,1,5,240,0,37,78,0.474,11,29,0.379,35,41,0.854,10,39,61,18,20,4,18,5,120,61.0,120.0,0,0.5288461538461539,12.0,2021-22,2021-12-31,0022100537,1,0,0.7,0.8,0.7428571428571429,11.0,0.5592115029403095,2.0
3917,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,6,1,5,240,0,40,93,0.43,14,41,0.341,14,22,0.636,11,30,47,23,30,9,10,5,108,47.0,108.0,2,0.5478260869565217,-12.0,2021-22,2021-12-31,0022100537,0,1,0.5,0.4,0.45714285714285713,-5.0,0.5451500988439836,3.0
3918,Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,1,9,1,5,240,0,34,85,0.4,7,38,0.184,13,20,0.65,10,35,54,22,22,6,11,11,88,54.0,88.0,1,0.5185185185185185,-8.0,2021-22,2021-12-28,0022100512,1,0,0.5,0.42857142857142855,0.47058823529411764,-5.0,0.5537558734760474,1.0
3919,OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,1,13,1,5,240,0,37,90,0.411,16,40,0.4,6,16,0.375,15,39,67,20,20,5,16,4,96,67.0,96.0,0,0.5135135135135135,8.0,2021-22,2021-12-28,0022100512,0,1,0.3888888888888889,0.5625,0.47058823529411764,5.0,0.5550921386383828,3.0
3920,Utah,Jazz,1610612762,1,0,1,0,0,0,0,11,1,5,240,0,48,90,0.533,16,39,0.41,16,22,0.727,10,35,56,31,17,7,15,7,128,56.0,128.0,0,0.626984126984127,12.0,2021-22,2021-12-23,0022100484,1,0,0.6666666666666666,0.7692307692307693,0.7096774193548387,5.333333333333333,0.5362071977638015,3.0
3921,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,7,1,5,240,0,45,101,0.446,17,45,0.378,9,12,0.75,15,29,51,29,19,7,14,4,116,51.0,116.0,0,0.5736434108527132,-12.0,2021-22,2021-12-23,0022100484,0,1,0.5,0.42857142857142855,0.46875,-6.0,0.5690738792005844,2.0
3922,Portland,Trail Blazers,1610612757,0,1,0,1,0,0,0,9,1,5,240,0,37,81,0.457,18,48,0.375,19,28,0.679,12,33,54,25,25,9,19,8,111,54.0,111.0,0,0.5486725663716814,-5.0,2021-22,2021-12-12,0022100402,1,0,0.6666666666666666,0.08333333333333333,0.4074074074074074,-9.0,0.5114098068681471,4.0
3923,OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,0,10,1,5,240,0,38,85,0.447,14,36,0.389,26,32,0.813,10,32,52,23,22,9,17,2,116,52.0,116.0,0,0.5304347826086957,5.0,2021-22,2021-12-12,0022100402,0,1,0.4375,0.45454545454545453,0.4444444444444444,-14.666666666666666,0.500503054257995,2.0
3924,Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,1,11,1,5,240,0,38,95,0.4,17,47,0.362,11,17,0.647,9,28,48,19,17,9,16,3,104,48.0,104.0,0,0.47107438016528924,-32.0,2021-22,2021-12-08,0022100374,1,0,0.4666666666666667,0.4,0.44,-16.0,0.503814577678214,2.0
3925,OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,2,9,1,5,240,0,50,88,0.568,25,54,0.463,11,15,0.733,6,42,57,26,20,6,15,4,136,57.0,136.0,0,0.6178861788617886,32.0,2021-22,2021-12-08,0022100374,0,1,0.6923076923076923,0.7272727272727273,0.7083333333333334,13.333333333333334,0.588863213708191,3.0
3926,Brooklyn,Nets,1610612751,1,0,1,0,0,0,0,13,1,5,240,0,36,76,0.474,6,23,0.261,32,41,0.78,7,34,54,26,31,4,17,4,110,54.0,110.0,0,0.5535714285714286,5.0,2021-22,2021-12-03,0022100336,1,0,0.6666666666666666,0.8,0.7272727272727273,0.3333333333333333,0.5745798319327731,3.0
3927,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,3,12,1,5,240,0,36,93,0.387,13,42,0.31,20,24,0.833,16,28,56,22,25,5,18,4,105,56.0,105.0,0,0.49572649572649574,-5.0,2021-22,2021-12-03,0022100336,0,1,0.5384615384615384,0.4,0.4782608695652174,-3.6666666666666665,0.5118498348586843,2.0
3928,Washington,Wizards,1610612764,1,0,1,0,0,0,1,8,1,5,240,0,45,91,0.495,10,32,0.313,15,21,0.714,14,38,60,34,23,6,14,7,115,60.0,115.0,0,0.632,8.0,2021-22,2021-12-01,0022100321,1,0,0.8,0.5,0.6363636363636364,-1.0,0.6217570770584279,2.0
3929,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,1,8,1,5,240,0,37,88,0.42,11,37,0.297,22,26,0.846,12,27,47,15,23,3,13,6,107,47.0,107.0,0,0.5,-8.0,2021-22,2021-12-01,0022100321,0,1,0.5384615384615384,0.4444444444444444,0.5,-1.6666666666666667,0.5288993362831858,2.0
3930,Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,1,8,1,5,240,0,36,82,0.439,9,35,0.257,19,26,0.731,8,39,55,25,25,8,14,5,100,55.0,100.0,1,0.5398230088495575,2.0,2021-22,2021-11-29,0022100309,1,0,0.5384615384615384,0.5,0.5238095238095238,-5.0,0.5523153142446183,2.0
3931,OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,1,10,1,5,240,0,36,91,0.396,9,37,0.243,17,21,0.81,8,39,57,27,18,6,14,3,98,57.0,98.0,0,0.5080645161290323,-2.0,2021-22,2021-11-29,0022100309,0,1,0.6,0.23076923076923078,0.391304347826087,-1.0,0.5515468779475571,1.0
3932,Philadelphia,76ers,1610612755,0,1,0,1,0,0,0,9,1,5,290,0,39,93,0.419,12,34,0.353,30,39,0.769,12,32,53,27,25,13,16,5,120,53.0,120.0,0,0.532258064516129,-1.0,2021-22,2021-11-27,0022100292,1,0,0.4444444444444444,0.5454545454545454,0.5,-4.333333333333333,0.5152981427174975,3.0
3933,OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,0,9,1,5,290,0,48,96,0.5,14,36,0.389,11,16,0.688,11,43,63,22,31,7,21,6,121,63.0,121.0,3,0.546875,1.0,2021-22,2021-11-27,0022100292,0,1,0.5,0.5,0.5,-1.6666666666666667,0.5445965335169881,1.0
3934,Charlotte,Hornets,1610612766,1,0,1,0,0,0,1,6,1,5,240,0,49,88,0.557,23,40,0.575,12,15,0.8,7,37,50,32,21,5,16,7,133,50.0,133.0,0,0.627906976744186,18.0,2021-22,2021-11-26,0022100281,1,0,0.7777777777777778,0.5,0.6190476190476191,10.333333333333334,0.5697748670884196,2.0
3935,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,7,1,5,240,0,45,100,0.45,11,35,0.314,14,19,0.737,15,30,52,24,20,8,12,6,115,52.0,115.0,0,0.5702479338842975,-18.0,2021-22,2021-11-26,0022100281,0,1,0.5,0.42857142857142855,0.47368421052631576,2.6666666666666665,0.5438524858979404,2.0
3936,Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,10,1,5,240,0,49,91,0.538,20,41,0.488,20,28,0.714,18,32,60,28,26,12,13,6,138,60.0,138.0,1,0.6754385964912281,43.0,2021-22,2021-11-20,0022100245,1,0,0.45454545454545453,0.4,0.4375,26.0,0.6139697436172569,2.0
3937,OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,2,18,1,5,240,0,29,83,0.349,9,32,0.281,28,35,0.8,10,23,51,21,24,7,16,5,95,51.0,95.0,0,0.45454545454545453,-43.0,2021-22,2021-11-20,0022100245,0,1,0.6666666666666666,0.2857142857142857,0.5,1.0,0.5812153796024764,2.0
3938,Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,1,7,1,5,240,0,41,86,0.477,21,49,0.429,12,15,0.8,12,35,54,30,17,5,13,9,115,54.0,115.0,0,0.6068376068376068,25.0,2021-22,2021-11-18,0022100227,1,0,0.4,0.4,0.4,10.666666666666666,0.5359706919339947,1.0
3939,OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,6,1,5,240,0,35,84,0.417,6,32,0.188,14,19,0.737,11,31,48,26,12,7,12,6,90,48.0,90.0,0,0.5495495495495496,-25.0,2021-22,2021-11-18,0022100227,0,1,0.3333333333333333,0.2222222222222222,0.26666666666666666,-15.666666666666666,0.5394589934697556,2.0
3940,Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,11,1,5,240,0,41,82,0.5,10,36,0.278,15,18,0.833,10,25,46,20,24,8,17,10,107,46.0,107.0,0,0.5596330275229358,10.0,2021-22,2021-11-17,0022100220,1,0,0.3333333333333333,0.4,0.35714285714285715,-6.666666666666667,0.5056491616124644,2.0
3941,OPPONENTS, Kings,1610612758,0,1,0,0,0,1,4,16,1,5,240,0,34,93,0.366,10,38,0.263,19,25,0.76,20,27,63,19,22,7,20,3,97,63.0,97.0,0,0.4732142857142857,-10.0,2021-22,2021-11-17,0022100220,0,1,0.3333333333333333,0.4444444444444444,0.4,3.3333333333333335,0.5321062189371735,2.0
3942,Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,3,7,1,5,240,0,31,85,0.365,13,44,0.295,21,27,0.778,13,41,61,18,28,8,21,3,96,61.0,96.0,0,0.44144144144144143,-3.0,2021-22,2021-11-15,0022100206,1,0,0.25,0.4,0.3076923076923077,-2.0,0.5052159302159303,2.0
3943,OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,8,1,5,240,0,32,85,0.376,7,31,0.226,28,36,0.778,14,38,60,21,23,8,15,2,99,60.0,99.0,0,0.4953271028037383,3.0,2021-22,2021-11-15,0022100206,0,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,18.0,0.5332151971109177,1.0
3944,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,3,7,1,5,265,0,46,92,0.5,11,28,0.393,22,26,0.846,15,36,58,28,22,7,16,8,125,58.0,125.0,1,0.6115702479338843,7.0,2021-22,2021-11-08,0022100149,1,0,0.8,0.4,0.6,-6.333333333333333,0.5593349575437403,3.0
3945,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,3,7,1,5,265,0,41,97,0.423,17,45,0.378,19,23,0.826,15,30,52,23,27,7,16,8,118,52.0,118.0,1,0.5289256198347108,-7.0,2021-22,2021-11-08,0022100149,0,1,0.2857142857142857,0.5,0.3333333333333333,-12.666666666666666,0.49824184192255144,3.0
3946,Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,2,11,1,5,240,0,36,97,0.371,14,51,0.275,11,19,0.579,16,31,58,21,20,8,14,1,97,58.0,97.0,1,0.49137931034482757,-18.0,2021-22,2021-11-01,0022100101,1,0,0.4,1.0,0.5,-5.0,0.515088321980742,2.0
3947,OPPONENTS, Magic,1610612753,1,0,0,0,1,0,0,11,1,5,240,0,37,82,0.451,17,43,0.395,24,30,0.8,12,39,62,21,19,5,16,7,115,62.0,115.0,1,0.5420560747663551,18.0,2021-22,2021-11-01,0022100101,0,1,0.0,0.3333333333333333,0.25,3.3333333333333335,0.5399815873338949,2.0
3948,Brooklyn,Nets,1610612751,1,0,1,0,0,0,1,5,1,5,240,0,52,81,0.642,8,22,0.364,22,25,0.88,8,42,55,30,16,5,21,6,134,55.0,134.0,0,0.6612903225806451,8.0,2021-22,2022-04-10,0022101216,1,0,0.4878048780487805,0.5853658536585366,0.5365853658536586,10.333333333333334,0.6117324754685939,2.0
3949,OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,0,10,1,5,240,0,47,104,0.452,19,46,0.413,13,19,0.684,11,19,40,32,23,16,7,1,126,40.0,126.0,0,0.5984848484848485,-8.0,2021-22,2022-04-10,0022101216,0,1,0.3902439024390244,0.21951219512195122,0.3048780487804878,-10.0,0.5966955427467108,1.0
3950,New York,Knicks,1610612752,0,1,0,1,0,0,0,17,1,5,240,0,32,83,0.386,13,38,0.342,21,36,0.583,10,32,59,22,19,4,11,7,98,59.0,98.0,0,0.5094339622641509,-12.0,2021-22,2022-04-06,0022101191,1,0,0.4,0.475,0.4375,0.0,0.5421107355701481,3.0
3951,OPPONENTS, Nets,1610612751,1,0,0,0,1,0,1,14,1,5,240,0,41,93,0.441,14,41,0.341,14,18,0.778,13,36,63,28,26,7,14,6,110,63.0,110.0,0,0.5655737704918032,12.0,2021-22,2022-04-06,0022101191,0,1,0.46153846153846156,0.5853658536585366,0.525,6.0,0.5337316995563639,1.0
3952,Brooklyn,Nets,1610612751,1,0,1,0,0,0,0,7,1,5,240,0,42,76,0.553,15,28,0.536,31,34,0.912,8,33,48,24,19,9,19,6,130,48.0,130.0,0,0.5945945945945946,7.0,2021-22,2022-03-29,0022101133,1,0,0.4594594594594595,0.5897435897435898,0.5263157894736842,4.333333333333333,0.5828405544394325,2.0
3953,OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,2,3,1,5,240,0,48,99,0.485,16,38,0.421,11,13,0.846,16,23,42,28,25,11,14,4,123,42.0,123.0,0,0.608,-7.0,2021-22,2022-03-29,0022101133,0,1,0.3157894736842105,0.21052631578947367,0.2631578947368421,-4.0,0.5547340991442448,2.0
3954,Brooklyn,Nets,1610612751,0,1,0,1,0,0,2,11,1,5,240,0,43,97,0.443,7,34,0.206,17,26,0.654,14,36,61,30,20,9,11,11,110,61.0,110.0,0,0.5887096774193549,-9.0,2021-22,2022-03-27,0022101120,1,0,0.4444444444444444,0.5897435897435898,0.52,-2.0,0.5711866987488795,1.0
3955,OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,1,10,1,5,240,0,42,98,0.429,17,32,0.531,18,23,0.783,17,36,63,26,22,6,12,2,119,63.0,119.0,0,0.5714285714285714,9.0,2021-22,2022-03-27,0022101120,0,1,0.5263157894736842,0.5135135135135135,0.52,0.0,0.5996472663139328,2.0
3956,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,9,1,5,240,0,47,101,0.465,19,38,0.5,19,22,0.864,16,30,55,28,22,8,13,7,132,55.0,132.0,0,0.5952380952380952,12.0,2021-22,2022-03-23,0022101089,1,0,0.7142857142857143,0.6578947368421053,0.684931506849315,7.0,0.5668491471475235,3.0
3957,OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,9,1,5,240,0,43,87,0.494,9,25,0.36,25,27,0.926,10,29,48,18,20,6,14,10,120,48.0,120.0,0,0.5596330275229358,-12.0,2021-22,2022-03-23,0022101089,0,1,0.45714285714285713,0.5789473684210527,0.5205479452054794,0.3333333333333333,0.6069199080041449,2.0
3958,Brooklyn,Nets,1610612751,1,0,1,0,0,0,0,7,1,5,240,0,45,83,0.542,11,30,0.367,13,15,0.867,7,34,48,31,19,5,14,4,114,48.0,114.0,0,0.628099173553719,8.0,2021-22,2022-03-21,0022101075,1,0,0.45714285714285713,0.5945945945945946,0.5277777777777778,3.6666666666666665,0.6395947847157188,3.0
3959,OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,1,5,1,5,240,0,37,83,0.446,14,39,0.359,18,22,0.818,11,26,42,18,16,8,14,7,106,42.0,106.0,0,0.5288461538461539,-8.0,2021-22,2022-03-21,0022101075,0,1,0.7027027027027027,0.5428571428571428,0.625,12.0,0.5624827681279294,1.0
3960,Brooklyn,Nets,1610612751,1,0,1,0,0,0,0,6,1,5,240,0,45,77,0.584,10,25,0.4,28,33,0.848,13,32,51,24,22,7,21,4,128,51.0,128.0,0,0.6330275229357798,5.0,2021-22,2022-03-18,0022101048,1,0,0.4411764705882353,0.5945945945945946,0.5211267605633803,15.0,0.6576185744096987,2.0
3961,OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,1,7,1,5,240,0,48,96,0.5,13,35,0.371,14,24,0.583,17,20,44,29,26,14,14,4,123,44.0,123.0,0,0.6311475409836066,-5.0,2021-22,2022-03-18,0022101048,0,1,0.4857142857142857,0.2647058823529412,0.37681159420289856,-14.666666666666666,0.5822483331597333,2.0
3962,Orlando,Magic,1610612753,0,1,0,1,0,0,0,12,1,5,240,0,36,95,0.379,15,41,0.366,21,27,0.778,11,26,49,25,25,2,12,4,108,49.0,108.0,0,0.5041322314049587,-42.0,2021-22,2022-03-15,0022101030,1,0,0.24242424242424243,0.2702702702702703,0.2571428571428571,-12.0,0.5539154988744136,2.0
3963,OPPONENTS, Nets,1610612751,1,0,0,0,1,0,1,9,1,5,240,0,53,88,0.602,16,27,0.593,28,34,0.824,7,41,57,35,23,9,13,4,150,57.0,150.0,0,0.6821705426356589,42.0,2021-22,2022-03-15,0022101030,0,1,0.4375,0.5945945945945946,0.5217391304347826,24.666666666666668,0.6498261651625253,2.0
3964,Brooklyn,Nets,1610612751,1,0,1,0,0,0,1,11,1,5,240,0,44,89,0.494,6,29,0.207,16,22,0.727,12,27,50,30,19,11,14,3,110,50.0,110.0,1,0.6115702479338843,3.0,2021-22,2022-03-13,0022101012,1,0,0.4375,0.5833333333333334,0.5147058823529411,14.333333333333334,0.6331026509506389,3.0
3965,OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,8,1,5,240,0,39,83,0.47,11,29,0.379,18,21,0.857,11,29,48,27,21,8,17,5,107,48.0,107.0,0,0.5689655172413793,-3.0,2021-22,2022-03-13,0022101012,0,1,0.40625,0.4166666666666667,0.4117647058823529,7.666666666666667,0.5492475189759914,2.0
3966,Philadelphia,76ers,1610612755,0,1,0,1,0,0,2,14,1,5,240,0,30,93,0.323,14,36,0.389,26,30,0.867,17,33,64,19,19,5,20,5,100,64.0,100.0,0,0.4260869565217391,-29.0,2021-22,2022-03-10,0022100993,1,0,0.5757575757575758,0.65625,0.6153846153846154,-10.333333333333334,0.49031760715386996,3.0
3967,OPPONENTS, Nets,1610612751,1,0,0,0,1,0,1,6,1,5,240,0,51,91,0.56,18,40,0.45,9,17,0.529,10,35,51,29,22,13,12,15,129,51.0,129.0,0,0.6557377049180327,29.0,2021-22,2022-03-10,0022100993,0,1,0.41935483870967744,0.5833333333333334,0.5074626865671642,11.333333333333334,0.6258270982205408,2.0
3968,Charlotte,Hornets,1610612766,0,1,0,1,0,0,0,5,1,5,240,0,45,92,0.489,13,41,0.317,18,22,0.818,10,31,46,26,24,12,15,3,121,46.0,121.0,0,0.5772357723577236,-11.0,2021-22,2022-03-08,0022100975,1,0,0.5,0.47058823529411764,0.48484848484848486,5.333333333333333,0.601310229203987,3.0
3969,OPPONENTS, Nets,1610612751,1,0,0,0,1,0,0,10,1,5,240,0,46,82,0.561,18,35,0.514,22,29,0.759,6,32,48,33,20,8,16,4,132,48.0,132.0,0,0.632,11.0,2021-22,2022-03-08,0022100975,0,1,0.41935483870967744,0.5714285714285714,0.5,-0.3333333333333333,0.593088571212465,2.0
3970,Toronto,Raptors,1610612761,1,0,1,0,0,0,0,7,1,5,240,0,41,90,0.456,7,23,0.304,20,23,0.87,16,32,55,27,19,5,13,2,109,55.0,109.0,1,0.5964912280701754,1.0,2021-22,2022-03-01,0022100928,1,0,0.5666666666666667,0.5483870967741935,0.5573770491803278,3.3333333333333335,0.589791073437149,1.0
3971,OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,7,1,5,240,0,42,84,0.5,10,25,0.4,14,19,0.737,7,30,44,21,21,3,12,5,108,44.0,108.0,1,0.5727272727272728,-1.0,2021-22,2022-03-01,0022100928,0,1,0.43333333333333335,0.5757575757575758,0.5079365079365079,-11.333333333333334,0.5496911518060461,1.0
3972,Brooklyn,Nets,1610612751,0,1,0,1,0,0,1,12,1,5,240,0,33,86,0.384,12,35,0.343,19,24,0.792,14,31,57,23,20,4,23,5,97,57.0,97.0,0,0.4745762711864407,-36.0,2021-22,2022-02-28,0022100726,1,0,0.43333333333333335,0.59375,0.5161290322580645,-18.666666666666668,0.5336454488750974,2.0
3973,OPPONENTS, Raptors,1610612761,1,0,0,0,1,0,1,11,1,5,240,0,51,99,0.515,18,38,0.474,13,22,0.591,16,31,58,35,20,17,13,5,133,58.0,133.0,0,0.6564885496183206,36.0,2021-22,2022-02-28,0022100726,0,1,0.5517241379310345,0.5483870967741935,0.55,-7.666666666666667,0.5591563827348581,2.0
3974,Brooklyn,Nets,1610612751,0,1,0,1,0,0,1,11,1,5,240,0,36,89,0.404,14,38,0.368,17,24,0.708,15,27,53,19,20,6,16,5,103,53.0,103.0,0,0.5045871559633027,-14.0,2021-22,2022-02-17,0022100464,1,0,0.4642857142857143,0.5806451612903226,0.5254237288135594,5.0,0.5459997328220848,1.0
3975,OPPONENTS, Wizards,1610612764,1,0,0,0,1,0,1,9,1,5,240,0,46,83,0.554,12,24,0.5,13,16,0.813,8,30,47,26,21,10,16,7,117,47.0,117.0,0,0.6153846153846154,14.0,2021-22,2022-02-17,0022100464,0,1,0.5,0.42857142857142855,0.46551724137931033,6.0,0.5706475706475707,1.0
3976,New York,Knicks,1610612752,0,1,0,1,0,0,1,4,1,5,240,0,37,85,0.435,16,43,0.372,16,18,0.889,10,34,48,22,17,7,10,9,106,48.0,106.0,0,0.5514018691588785,-5.0,2021-22,2022-02-16,0022100877,1,0,0.43333333333333335,0.41379310344827586,0.423728813559322,-6.0,0.5298076694416852,2.0
3977,OPPONENTS, Nets,1610612751,1,0,0,0,1,0,0,15,1,5,240,0,43,98,0.439,11,34,0.324,14,23,0.609,16,35,66,21,16,5,9,1,111,66.0,111.0,1,0.5714285714285714,5.0,2021-22,2022-02-16,0022100877,0,1,0.48148148148148145,0.5806451612903226,0.5344827586206896,8.333333333333334,0.5568163598466629,2.0
3978,Brooklyn,Nets,1610612751,1,0,1,0,0,0,2,6,1,5,240,0,43,84,0.512,9,26,0.346,14,15,0.933,6,43,55,25,22,7,18,5,109,55.0,109.0,0,0.5619834710743802,24.0,2021-22,2022-02-14,0022100859,1,0,0.48148148148148145,0.5666666666666667,0.5263157894736842,6.333333333333333,0.5577593112846638,2.0
3979,OPPONENTS, Kings,1610612758,0,1,0,0,0,1,0,7,1,5,240,0,31,90,0.344,9,35,0.257,14,18,0.778,11,32,50,12,17,8,18,4,85,50.0,85.0,0,0.3944954128440367,-24.0,2021-22,2022-02-14,0022100859,0,1,0.46875,0.25925925925925924,0.3728813559322034,0.6666666666666666,0.5500420144915558,2.0
3980,Washington,Wizards,1610612764,1,0,1,0,0,0,1,3,1,5,240,0,43,85,0.506,11,31,0.355,16,18,0.889,10,31,44,29,23,7,12,5,113,44.0,113.0,0,0.6206896551724138,1.0,2021-22,2022-02-10,0022100832,1,0,0.5,0.4230769230769231,0.46296296296296297,-11.666666666666666,0.5303748125937031,3.0
3981,OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,7,1,5,240,0,39,84,0.464,10,29,0.345,24,28,0.857,12,30,49,19,21,6,10,3,112,49.0,112.0,0,0.5742574257425742,-1.0,2021-22,2022-02-10,0022100832,0,1,0.46153846153846156,0.5862068965517241,0.5272727272727272,-18.666666666666668,0.535076959023336,2.0
