,CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
174,Boston,Celtics,1610612738,1,0,1,0,0,0,0,5,1,5,240,0,44,94,0.468,15,46,0.326,16,20,0.8,14,31,50,18,18,9,9,2,119,50.0,119.0,0,0.5794392523364486,5.0,2020-21,2021-04-17,0022000858,1,0,0.6428571428571429,0.4482758620689655,0.543859649122807,4.666666666666667,0.5960389794289539,2.0
175,OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,1,8,1,5,240,0,41,80,0.513,17,40,0.425,15,20,0.75,8,32,48,22,23,6,18,2,114,48.0,114.0,0,0.5625,-5.0,2020-21,2021-04-17,0022000858,0,1,0.6296296296296297,0.36666666666666664,0.49122807017543857,17.0,0.6077456216844707,2.0
176,Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,7,1,5,240,0,44,98,0.449,12,37,0.324,13,19,0.684,11,25,43,28,16,12,8,2,113,43.0,113.0,0,0.5853658536585366,-8.0,2020-21,2021-04-15,0022000842,1,0,0.5714285714285714,0.6428571428571429,0.6071428571428571,-5.0,0.5269635265159991,2.0
177,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,0,8,1,5,240,0,48,85,0.565,14,32,0.438,11,13,0.846,7,41,56,33,20,4,21,6,121,56.0,121.0,0,0.6136363636363636,8.0,2020-21,2021-04-15,0022000842,0,1,0.6296296296296297,0.4482758620689655,0.5357142857142857,9.0,0.5849913274155698,2.0
178,Portland,Trail Blazers,1610612757,0,1,0,1,0,0,0,8,1,5,240,0,43,90,0.478,17,43,0.395,12,17,0.706,8,38,54,31,22,6,14,5,115,54.0,115.0,0,0.5826771653543307,-1.0,2020-21,2021-04-13,0022000828,1,0,0.5714285714285714,0.5769230769230769,0.5740740740740741,1.6666666666666667,0.5597595648887135,2.0
179,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,7,1,5,240,0,42,90,0.467,15,35,0.429,17,24,0.708,9,37,53,30,19,5,10,4,116,53.0,116.0,0,0.5950413223140496,1.0,2020-21,2021-04-13,0022000828,0,1,0.6296296296296297,0.42857142857142855,0.5272727272727272,9.333333333333334,0.5814636845749499,2.0
180,Denver,Nuggets,1610612743,0,1,0,1,0,0,0,4,1,5,240,0,32,88,0.364,8,34,0.235,15,18,0.833,13,33,50,23,20,5,9,4,87,50.0,87.0,0,0.514018691588785,-18.0,2020-21,2021-04-11,0022000806,1,0,0.6428571428571429,0.64,0.6415094339622641,-2.0,0.5570922520349714,2.0
181,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,2,8,1,5,240,0,39,87,0.448,7,33,0.212,20,23,0.87,10,42,60,20,18,4,11,7,105,60.0,105.0,0,0.5462962962962963,18.0,2020-21,2021-04-11,0022000806,0,1,0.6296296296296297,0.4074074074074074,0.5185185185185185,9.666666666666666,0.555735624755981,2.0
182,Boston,Celtics,1610612738,1,0,1,0,0,0,1,5,1,5,265,0,47,87,0.54,19,42,0.452,32,34,0.941,9,36,50,32,25,9,21,5,145,50.0,145.0,0,0.6030534351145038,9.0,2020-21,2021-04-09,0022000792,1,0,0.6296296296296297,0.38461538461538464,0.5094339622641509,0.3333333333333333,0.5341306864843761,2.0
183,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,1,7,1,5,265,0,47,96,0.49,15,42,0.357,27,30,0.9,9,28,44,30,26,14,15,0,136,44.0,136.0,0,0.5833333333333334,-9.0,2020-21,2021-04-09,0022000792,0,1,0.32,0.17857142857142858,0.24528301886792453,-1.0,0.5878919060737243,2.0
184,Boston,Celtics,1610612738,1,0,1,0,0,0,3,8,1,5,240,0,36,86,0.419,15,40,0.375,14,20,0.7,16,37,61,22,14,6,20,7,101,61.0,101.0,0,0.5178571428571429,2.0,2020-21,2021-04-07,0022000778,1,0,0.6153846153846154,0.38461538461538464,0.5,7.333333333333333,0.5418085269534546,1.0
185,OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,8,1,5,240,0,35,84,0.417,16,33,0.485,13,16,0.813,5,34,47,22,21,7,14,4,99,47.0,99.0,0,0.4956521739130435,-2.0,2020-21,2021-04-07,0022000778,0,1,0.5833333333333334,0.39285714285714285,0.4807692307692308,13.333333333333334,0.5717959978829544,2.0
186,Boston,Celtics,1610612738,0,1,0,1,0,0,2,7,1,5,240,0,33,70,0.471,14,34,0.412,16,18,0.889,3,29,39,19,22,5,22,6,96,39.0,96.0,1,0.48148148148148145,-10.0,2020-21,2021-04-06,0022000771,1,0,0.6,0.38461538461538464,0.49019607843137253,12.0,0.5817879045312573,2.0
187,OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,0,11,1,5,240,0,34,73,0.466,9,24,0.375,29,39,0.744,9,29,49,16,20,11,13,4,106,49.0,106.0,0,0.5376344086021505,10.0,2020-21,2021-04-06,0022000771,0,1,0.8,0.5769230769230769,0.6862745098039216,1.0,0.5673285585857187,2.0
188,Boston,Celtics,1610612738,1,0,1,0,0,0,0,8,1,5,240,0,43,94,0.457,21,54,0.389,9,11,0.818,14,30,52,29,20,11,6,5,116,52.0,116.0,0,0.6260869565217392,30.0,2020-21,2021-04-04,0022000757,1,0,0.625,0.38461538461538464,0.5,13.666666666666666,0.5923085701243868,2.0
189,OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,0,15,1,5,240,0,32,80,0.4,10,31,0.323,12,20,0.6,9,33,57,23,15,3,17,5,86,57.0,86.0,0,0.4954954954954955,-30.0,2020-21,2021-04-04,0022000757,0,1,0.5909090909090909,0.4444444444444444,0.5102040816326531,-11.666666666666666,0.5170240374577323,2.0
190,Boston,Celtics,1610612738,1,0,1,0,0,0,2,5,1,5,240,0,46,88,0.523,17,41,0.415,9,12,0.75,11,39,55,35,22,9,15,7,118,55.0,118.0,0,0.6377952755905512,16.0,2020-21,2021-04-02,0022000738,1,0,0.6086956521739131,0.38461538461538464,0.4897959183673469,1.6666666666666667,0.5589002742723127,2.0
191,OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,2,9,1,5,240,0,37,86,0.43,12,36,0.333,16,26,0.615,10,30,49,26,11,6,14,1,102,49.0,102.0,0,0.5431034482758621,-16.0,2020-21,2021-04-02,0022000738,0,1,0.2608695652173913,0.28,0.2708333333333333,-12.666666666666666,0.5538613343313269,2.0
192,Boston,Celtics,1610612738,0,1,0,1,0,0,0,10,1,5,240,0,39,94,0.415,11,47,0.234,19,23,0.826,8,28,46,20,19,11,9,2,108,46.0,108.0,0,0.5130434782608696,-5.0,2020-21,2021-03-31,0022000723,1,0,0.5909090909090909,0.38461538461538464,0.4791666666666667,2.0,0.5296351824087957,2.0
193,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,4,16,1,5,240,0,38,77,0.494,19,39,0.487,18,25,0.72,4,39,59,20,18,6,20,4,113,59.0,113.0,0,0.5132743362831859,5.0,2020-21,2021-03-31,0022000723,0,1,0.5238095238095238,0.56,0.5434782608695652,5.666666666666667,0.5722420591767675,2.0
194,Boston,Celtics,1610612738,0,1,0,1,0,0,0,7,1,5,240,0,40,93,0.43,14,43,0.326,15,19,0.789,12,34,53,21,25,5,14,9,109,53.0,109.0,0,0.5258620689655172,-6.0,2020-21,2021-03-29,0022000708,1,0,0.6190476190476191,0.38461538461538464,0.48936170212765956,6.333333333333333,0.5498775202562655,2.0
195,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,1,11,1,5,240,0,41,82,0.5,16,31,0.516,17,30,0.567,8,39,58,30,21,8,15,2,115,58.0,115.0,0,0.5966386554621849,6.0,2020-21,2021-03-29,0022000708,0,1,0.56,0.3333333333333333,0.45652173913043476,3.3333333333333335,0.6021274150685917,2.0
196,Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,2,7,1,5,240,0,34,83,0.41,11,38,0.289,15,24,0.625,10,40,57,16,12,7,18,4,94,57.0,94.0,0,0.4672897196261682,-17.0,2020-21,2021-03-27,0022000699,1,0,0.36363636363636365,0.4782608695652174,0.4222222222222222,-5.666666666666667,0.5226579518068898,3.0
197,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,0,4,1,5,240,0,44,96,0.458,12,38,0.316,11,14,0.786,10,42,56,22,19,10,12,4,111,56.0,111.0,0,0.55,17.0,2020-21,2021-03-27,0022000699,0,1,0.65,0.38461538461538464,0.5,7.666666666666667,0.5631147540983606,1.0
198,Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,10,1,5,240,0,44,99,0.444,19,47,0.404,7,11,0.636,16,33,59,24,16,7,16,3,114,59.0,114.0,0,0.5528455284552846,-8.0,2020-21,2021-03-26,0022000685,1,0,0.75,0.55,0.6590909090909091,7.0,0.5888699554357378,2.0
199,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,3,1,5,240,0,43,88,0.489,22,47,0.468,14,16,0.875,8,36,47,27,16,10,15,8,122,47.0,122.0,0,0.5737704918032787,8.0,2020-21,2021-03-26,0022000685,0,1,0.65,0.36,0.4888888888888889,0.0,0.5813318083619265,2.0
200,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,10,1,5,240,0,45,90,0.5,17,37,0.459,14,20,0.7,13,33,56,19,14,8,16,5,121,56.0,121.0,0,0.5714285714285714,2.0,2020-21,2021-03-24,0022000669,1,0,0.782608695652174,0.55,0.6744186046511628,12.0,0.5946707572454089,2.0
201,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,1,6,1,5,240,0,45,94,0.479,19,47,0.404,10,10,1.0,9,29,44,24,15,9,13,6,119,44.0,119.0,0,0.5655737704918032,-2.0,2020-21,2021-03-24,0022000669,0,1,0.65,0.3333333333333333,0.4772727272727273,2.6666666666666665,0.5793405144839975,2.0
202,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,0,8,1,5,265,0,55,110,0.5,12,35,0.343,10,15,0.667,17,37,62,38,20,8,10,6,132,62.0,132.0,0,0.6595744680851063,6.0,2020-21,2021-03-22,0022000658,1,0,0.4583333333333333,0.5625,0.5,0.3333333333333333,0.5685276238154837,2.0
203,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,1,7,1,5,265,0,47,90,0.522,17,35,0.486,15,24,0.625,5,38,50,31,18,3,13,6,126,50.0,126.0,0,0.6046511627906976,-6.0,2020-21,2021-03-22,0022000658,0,1,0.65,0.34782608695652173,0.4883720930232558,-0.3333333333333333,0.5646050981092369,1.0
204,Boston,Celtics,1610612738,1,0,1,0,0,0,1,9,1,5,240,0,40,88,0.455,23,55,0.418,9,9,1.0,7,38,54,27,21,6,10,3,112,54.0,112.0,0,0.5677966101694916,16.0,2020-21,2021-03-21,0022000167,1,0,0.65,0.36363636363636365,0.5,-0.6666666666666666,0.5521572746149018,2.0
205,OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,11,1,5,240,0,32,84,0.381,11,34,0.324,21,30,0.7,9,35,55,20,13,6,6,4,96,55.0,96.0,0,0.5148514851485149,-16.0,2020-21,2021-03-21,0022000167,0,1,0.4090909090909091,0.25,0.3333333333333333,-3.0,0.540995101571359,2.0
206,Boston,Celtics,1610612738,0,1,0,1,0,0,2,7,1,5,240,0,39,91,0.429,12,31,0.387,6,7,0.857,12,33,52,22,20,8,16,4,96,52.0,96.0,0,0.5213675213675214,-11.0,2020-21,2021-03-19,0022000631,1,0,0.631578947368421,0.36363636363636365,0.4878048780487805,-8.666666666666666,0.5671928131605551,2.0
207,OPPONENTS, Kings,1610612758,1,0,0,0,1,0,0,5,1,5,240,0,37,81,0.457,12,30,0.4,21,26,0.808,11,34,50,22,16,6,14,9,107,50.0,107.0,0,0.5566037735849056,11.0,2020-21,2021-03-19,0022000631,0,1,0.42857142857142855,0.4,0.4146341463414634,2.3333333333333335,0.5735127332714713,2.0
208,Cleveland,Cavaliers,1610612739,1,0,1,0,0,0,2,9,1,5,240,0,40,74,0.541,10,23,0.435,27,33,0.818,7,33,49,23,17,6,17,3,117,49.0,117.0,0,0.5887850467289719,7.0,2020-21,2021-03-17,0022000620,1,0,0.5,0.25,0.375,-8.666666666666666,0.555969875284517,1.0
209,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,8,1,5,240,0,40,88,0.455,10,38,0.263,20,29,0.69,15,25,48,19,27,10,12,9,110,48.0,110.0,0,0.5673076923076923,-7.0,2020-21,2021-03-17,0022000620,0,1,0.6666666666666666,0.36363636363636365,0.5,4.0,0.6067369727047146,1.0
210,Boston,Celtics,1610612738,0,1,0,1,0,0,1,3,1,5,240,0,48,98,0.49,10,29,0.345,3,4,0.75,16,29,48,28,18,8,14,5,109,48.0,109.0,0,0.6129032258064516,-8.0,2020-21,2021-03-16,0022000609,1,0,0.6666666666666666,0.38095238095238093,0.5128205128205128,2.3333333333333335,0.6034751165667523,2.0
211,OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,2,9,1,5,240,0,38,80,0.475,19,43,0.442,22,24,0.917,10,28,47,23,18,6,17,6,117,47.0,117.0,0,0.5545454545454546,8.0,2020-21,2021-03-16,0022000609,0,1,0.8888888888888888,0.6190476190476191,0.7435897435897436,3.6666666666666665,0.55305948606313,2.0
212,Houston,Rockets,1610612745,0,1,0,1,0,0,0,17,1,5,240,0,35,91,0.385,16,50,0.32,21,31,0.677,10,27,54,23,19,8,11,5,107,54.0,107.0,0,0.5043478260869565,-27.0,2020-21,2021-03-14,0022000598,1,0,0.3125,0.2857142857142857,0.2972972972972973,-20.666666666666668,0.4969363590846967,2.0
213,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,0,5,1,5,240,0,51,92,0.554,18,37,0.486,14,21,0.667,10,45,60,29,22,8,14,3,134,60.0,134.0,0,0.64,27.0,2020-21,2021-03-14,0022000598,0,1,0.7058823529411765,0.38095238095238093,0.5263157894736842,7.333333333333333,0.6192998274614571,3.0
214,Brooklyn,Nets,1610612751,1,0,1,0,0,0,1,11,1,5,240,0,42,88,0.477,19,42,0.452,18,22,0.818,11,34,56,21,22,3,15,5,121,56.0,121.0,0,0.5575221238938053,12.0,2020-21,2021-03-11,0022000569,1,0,0.7,0.6111111111111112,0.6578947368421053,13.666666666666666,0.6232860272996849,8.0
215,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,13,1,5,240,0,41,91,0.451,13,40,0.325,14,22,0.636,11,28,52,22,13,10,11,10,109,52.0,109.0,0,0.5575221238938053,-12.0,2020-21,2021-03-11,0022000569,0,1,0.7058823529411765,0.35,0.5135135135135135,0.0,0.6166583180274948,7.0
216,Boston,Celtics,1610612738,1,0,1,0,0,0,0,13,1,5,240,0,45,74,0.608,13,29,0.448,29,40,0.725,9,30,52,25,20,6,16,7,132,52.0,132.0,0,0.660377358490566,7.0,2020-21,2021-03-04,0022000552,1,0,0.7058823529411765,0.3684210526315789,0.5277777777777778,4.333333333333333,0.6169287211740042,2.0
217,OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,1,9,1,5,240,0,45,91,0.495,21,50,0.42,14,17,0.824,8,20,37,36,25,6,14,1,125,37.0,125.0,2,0.6090225563909775,-7.0,2020-21,2021-03-04,0022000552,0,1,0.5,0.45,0.4722222222222222,-6.666666666666667,0.5629910171468274,1.0
218,Boston,Celtics,1610612738,1,0,1,0,0,0,1,12,1,5,240,0,42,86,0.488,16,32,0.5,17,23,0.739,14,29,55,25,12,6,9,4,117,55.0,117.0,0,0.6320754716981132,5.0,2020-21,2021-03-02,0022000537,1,0,0.6875,0.3684210526315789,0.5142857142857142,4.0,0.5950011332086804,2.0
219,OPPONENTS, Clippers,1610612746,0,1,0,0,0,1,0,5,1,5,240,0,43,87,0.494,18,38,0.474,8,9,0.889,10,25,40,28,19,3,9,5,112,40.0,112.0,0,0.6228070175438597,-5.0,2020-21,2021-03-02,0022000537,0,1,0.6666666666666666,0.631578947368421,0.6486486486486487,3.3333333333333335,0.5877653451213335,2.0
220,Boston,Celtics,1610612738,1,0,1,0,0,0,1,12,1,5,240,0,42,89,0.472,10,30,0.333,17,24,0.708,13,36,61,25,25,7,19,0,111,61.0,111.0,0,0.5583333333333333,1.0,2020-21,2021-02-28,0022000524,1,0,0.6666666666666666,0.3684210526315789,0.5,-2.6666666666666665,0.5739117557924898,2.0
221,OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,7,1,5,240,0,38,84,0.452,9,32,0.281,25,29,0.862,7,29,43,16,22,10,14,5,110,43.0,110.0,0,0.5046728971962616,-1.0,2020-21,2021-02-28,0022000524,0,1,0.4,0.4117647058823529,0.40625,5.666666666666667,0.5512501820913036,1.0
222,Boston,Celtics,1610612738,1,0,1,0,0,0,1,7,1,5,240,0,42,82,0.512,9,22,0.409,25,29,0.862,7,38,52,24,20,3,12,6,118,52.0,118.0,0,0.5945945945945946,6.0,2020-21,2021-02-26,0022000505,1,0,0.6428571428571429,0.3684210526315789,0.48484848484848486,-4.0,0.5764798899643976,2.0
223,OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,1,8,1,5,240,0,35,89,0.393,15,46,0.326,27,29,0.931,8,32,48,26,22,8,9,6,112,48.0,112.0,0,0.5258620689655172,-6.0,2020-21,2021-02-26,0022000505,0,1,0.4117647058823529,0.5714285714285714,0.4838709677419355,-1.3333333333333333,0.5439302023750251,2.0
224,Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,8,1,5,240,0,42,89,0.472,13,33,0.394,13,15,0.867,8,30,46,19,17,5,10,1,110,46.0,110.0,0,0.5545454545454546,3.0,2020-21,2021-02-23,0022000485,1,0,0.5,0.5,0.5,3.3333333333333335,0.5344448761115428,1.0
225,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,7,1,5,240,0,41,86,0.477,12,39,0.308,13,18,0.722,12,34,53,19,21,6,13,6,107,53.0,107.0,0,0.5660377358490566,-3.0,2020-21,2021-02-23,0022000485,0,1,0.6153846153846154,0.3888888888888889,0.4838709677419355,1.3333333333333333,0.56079035639413,2.0
226,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,14,1,5,265,0,42,94,0.447,11,36,0.306,25,37,0.676,12,40,66,22,24,5,13,7,120,66.0,120.0,0,0.5470085470085471,5.0,2020-21,2021-02-21,0022000465,1,0,0.5333333333333333,0.3333333333333333,0.43333333333333335,-5.0,0.5899528385404093,2.0
227,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,1,15,1,5,265,0,39,98,0.398,10,37,0.27,27,34,0.794,11,38,64,22,30,9,11,11,115,64.0,115.0,0,0.5083333333333333,-5.0,2020-21,2021-02-21,0022000465,0,1,0.6153846153846154,0.4117647058823529,0.5,-0.3333333333333333,0.5550019665683382,2.0
228,Boston,Celtics,1610612738,1,0,1,0,0,0,2,8,1,5,240,0,39,81,0.481,15,42,0.357,19,21,0.905,10,33,51,26,22,7,22,1,112,51.0,112.0,0,0.5462184873949579,13.0,2020-21,2021-02-16,0022000427,1,0,0.6363636363636364,0.4375,0.5185185185185185,-2.0,0.4953750098170109,2.0
229,OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,2,1,5,240,0,38,84,0.452,9,34,0.265,14,15,0.933,11,27,40,25,18,12,17,3,99,40.0,99.0,0,0.5478260869565217,-13.0,2020-21,2021-02-16,0022000427,0,1,0.5714285714285714,0.5384615384615384,0.5555555555555556,2.0,0.5608513107368943,2.0
230,Washington,Wizards,1610612764,1,0,1,0,0,0,2,9,1,5,240,0,33,83,0.398,7,30,0.233,31,36,0.861,9,45,63,24,25,9,18,3,104,63.0,104.0,0,0.49137931034482757,13.0,2020-21,2021-02-14,0022000560,1,0,0.25,0.3333333333333333,0.2916666666666667,-9.0,0.5090156639818412,2.0
231,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,12,1,5,240,0,32,90,0.356,9,35,0.257,18,30,0.6,14,36,62,14,27,5,17,2,91,62.0,91.0,0,0.42990654205607476,-13.0,2020-21,2021-02-14,0022000560,0,1,0.6,0.4375,0.5,-1.6666666666666667,0.5033848253134574,2.0
232,Boston,Celtics,1610612738,0,1,0,1,0,0,0,11,1,5,240,0,36,82,0.439,8,27,0.296,22,30,0.733,7,37,55,15,25,9,10,2,102,55.0,102.0,0,0.51,-6.0,2020-21,2021-02-12,0022000412,1,0,0.6,0.4666666666666667,0.52,-2.0,0.5430891805758117,1.0
233,OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,1,5,1,5,240,0,34,79,0.43,15,38,0.395,25,30,0.833,6,38,49,25,20,3,13,6,108,49.0,108.0,0,0.5315315315315315,6.0,2020-21,2021-02-12,0022000412,0,1,0.38461538461538464,0.15384615384615385,0.2692307692307692,0.3333333333333333,0.579980095283699,1.0
234,Boston,Celtics,1610612738,1,0,1,0,0,0,1,13,1,5,240,0,39,86,0.453,20,39,0.513,22,28,0.786,14,35,62,30,22,8,19,6,120,62.0,120.0,0,0.5702479338842975,14.0,2020-21,2021-02-11,0022000398,1,0,0.6666666666666666,0.4666666666666667,0.5416666666666666,-3.0,0.5381685456551767,2.0
235,OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,5,1,5,240,0,41,83,0.494,9,28,0.321,15,19,0.789,3,29,37,26,26,7,13,8,106,37.0,106.0,0,0.5630252100840336,-14.0,2020-21,2021-02-11,0022000398,0,1,0.5454545454545454,0.4,0.46153846153846156,7.666666666666667,0.5993426799129385,1.0
236,Utah,Jazz,1610612762,1,0,1,0,0,0,1,15,1,5,240,0,40,84,0.476,18,48,0.375,24,27,0.889,10,31,56,28,22,4,11,7,122,56.0,122.0,0,0.6017699115044248,14.0,2020-21,2021-02-09,0022000379,1,0,0.8333333333333334,0.7692307692307693,0.8,13.0,0.5858797453261335,2.0
237,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,1,8,1,5,240,0,38,86,0.442,13,29,0.448,19,23,0.826,11,24,43,18,25,2,9,2,108,43.0,108.0,1,0.5490196078431373,-14.0,2020-21,2021-02-09,0022000379,0,1,0.625,0.4666666666666667,0.5217391304347826,-6.333333333333333,0.5438045554613283,2.0
238,Phoenix,Suns,1610612756,1,0,1,0,0,0,0,3,1,5,240,0,40,82,0.488,8,29,0.276,12,12,1.0,9,41,53,25,15,4,10,5,100,53.0,100.0,0,0.6018518518518519,9.0,2020-21,2021-02-07,0022000365,1,0,0.6,0.5833333333333334,0.5909090909090909,1.3333333333333333,0.575375317245236,2.0
239,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,1,12,1,5,240,0,33,93,0.355,17,44,0.386,8,12,0.667,13,28,53,19,11,6,6,2,91,53.0,91.0,0,0.49523809523809526,-9.0,2020-21,2021-02-07,0022000365,0,1,0.625,0.5,0.5454545454545454,-3.3333333333333335,0.5533267551457998,2.0
240,LA,Clippers,1610612746,0,1,0,1,0,0,0,8,1,5,240,0,42,81,0.519,14,32,0.438,17,21,0.81,10,37,55,26,17,5,16,4,115,55.0,115.0,0,0.6017699115044248,-4.0,2020-21,2021-02-05,0022000350,1,0,0.7272727272727273,0.6923076923076923,0.7083333333333334,4.666666666666667,0.5904590209209841,2.0
241,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,5,1,5,240,0,43,90,0.478,16,38,0.421,17,21,0.81,9,25,39,21,16,8,7,1,119,39.0,119.0,0,0.5871559633027523,4.0,2020-21,2021-02-05,0022000350,0,1,0.625,0.5384615384615384,0.5714285714285714,1.0,0.5645294413484859,2.0
242,Sacramento,Kings,1610612758,1,0,1,0,0,0,1,9,1,5,240,0,42,92,0.457,13,37,0.351,19,23,0.826,12,32,53,23,19,7,11,2,116,53.0,116.0,0,0.5701754385964912,5.0,2020-21,2021-02-03,0022000336,1,0,0.5,0.4444444444444444,0.47619047619047616,4.333333333333333,0.570680172653857,2.0
243,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,10,1,5,240,0,39,86,0.453,11,33,0.333,22,29,0.759,11,34,55,28,21,9,13,3,111,55.0,111.0,0,0.5775862068965517,-5.0,2020-21,2021-02-03,0022000336,0,1,0.625,0.5,0.55,-0.6666666666666666,0.5592869773904257,1.0
244,Golden State,Warriors,1610612744,0,1,0,1,0,0,0,6,1,5,240,0,38,83,0.458,15,37,0.405,16,23,0.696,6,30,42,30,23,9,11,4,107,42.0,107.0,0,0.576271186440678,-4.0,2020-21,2021-02-02,0022000326,1,0,0.6153846153846154,0.375,0.5238095238095238,0.6666666666666666,0.5639271563233293,3.0
245,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,11,1,5,240,0,39,84,0.464,13,34,0.382,20,27,0.741,12,39,62,16,20,3,16,4,111,62.0,111.0,0,0.5288461538461539,4.0,2020-21,2021-02-02,0022000326,0,1,0.625,0.5454545454545454,0.5789473684210527,-0.3333333333333333,0.5364010989010989,3.0
246,Boston,Celtics,1610612738,0,1,0,1,0,0,0,8,1,5,240,0,40,82,0.488,6,21,0.286,9,14,0.643,9,33,50,24,16,10,15,6,95,50.0,95.0,0,0.5714285714285714,-1.0,2020-21,2021-01-30,0022000302,1,0,0.625,0.5,0.5555555555555556,3.6666666666666665,0.5568403590944574,3.0
247,OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,5,1,5,240,0,37,84,0.44,9,31,0.29,13,19,0.684,13,32,50,20,15,8,14,4,96,50.0,96.0,0,0.5428571428571428,1.0,2020-21,2021-01-30,0022000302,0,1,0.5,0.8461538461538461,0.7142857142857143,-5.0,0.544047619047619,2.0
248,San Antonio,Spurs,1610612759,1,0,1,0,0,0,1,7,1,5,240,0,46,82,0.561,8,28,0.286,10,16,0.625,9,37,53,22,16,5,20,4,110,53.0,110.0,0,0.591304347826087,4.0,2020-21,2021-01-27,0022000280,1,0,0.4444444444444444,0.6666666666666666,0.5555555555555556,6.333333333333333,0.5853098676675077,3.0
249,OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,2,8,1,5,240,0,42,98,0.429,10,30,0.333,12,14,0.857,13,26,47,15,14,10,12,4,106,47.0,106.0,0,0.5089285714285714,-4.0,2020-21,2021-01-27,0022000280,0,1,0.7142857142857143,0.5,0.5882352941176471,16.666666666666668,0.5794789227166276,2.0
250,Chicago,Bulls,1610612741,0,1,0,1,0,0,1,9,1,5,240,0,41,88,0.466,17,39,0.436,4,10,0.4,9,32,50,28,16,4,19,7,103,50.0,103.0,0,0.5476190476190477,-16.0,2020-21,2021-01-25,0022000262,1,0,0.2857142857142857,0.5,0.4117647058823529,-4.666666666666667,0.545949245949246,2.0
251,OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,6,1,5,240,0,44,87,0.506,15,29,0.517,16,20,0.8,6,38,50,28,18,9,13,6,119,50.0,119.0,0,0.5901639344262295,16.0,2020-21,2021-01-25,0022000262,0,1,0.7142857142857143,0.5555555555555556,0.625,14.0,0.593744111550782,1.0
252,Boston,Celtics,1610612738,1,0,1,0,0,0,1,5,1,5,240,0,52,93,0.559,14,28,0.5,23,27,0.852,13,42,60,26,23,14,16,8,141,60.0,141.0,0,0.639344262295082,38.0,2020-21,2021-01-24,0022000250,1,0,0.7142857142857143,0.5,0.6,6.0,0.5793589824115545,2.0
