TEAM_ID,PLAYER_ID,GP,GS,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612739,1629731,54.0,32.0,1108.0,0.414,0.391,0.769,37.0,181.0,218.0,43.0,40.0,25.0,20.0,93.0,291.0
1610612739,1628378,55.0,55.0,1943.0,0.462,0.368,0.865,46.0,234.0,280.0,333.0,101.0,30.0,154.0,118.0,1463.0
1610612739,1641734,15.0,0.0,133.0,0.306,0.303,0.25,1.0,13.0,14.0,10.0,1.0,2.0,8.0,5.0,41.0
1610612739,1630596,50.0,50.0,1532.0,0.58,0.373,0.719,111.0,357.0,468.0,160.0,45.0,72.0,90.0,134.0,785.0
1610612739,1627777,82.0,10.0,1831.0,0.449,0.376,0.85,22.0,256.0,278.0,98.0,30.0,18.0,72.0,192.0,768.0
1610612739,1630171,69.0,42.0,1887.0,0.49,0.391,0.679,67.0,139.0,206.0,132.0,57.0,34.0,54.0,140.0,647.0
1610612739,1630600,10.0,0.0,72.0,0.417,0.3,0.0,3.0,7.0,10.0,6.0,2.0,0.0,2.0,6.0,23.0
1610612739,1628386,77.0,77.0,2442.0,0.634,0.0,0.742,243.0,568.0,811.0,210.0,53.0,81.0,121.0,147.0,1271.0
1610612739,202694,49.0,7.0,817.0,0.439,0.403,0.818,23.0,111.0,134.0,36.0,15.0,13.0,30.0,74.0,316.0
1610612739,1629622,70.0,70.0,2239.0,0.418,0.351,0.794,66.0,272.0,338.0,283.0,64.0,29.0,112.0,170.0,853.0
1610612739,1631250,8.0,0.0,27.0,0.167,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0
1610612739,1630241,61.0,1.0,1069.0,0.402,0.404,0.929,22.0,98.0,120.0,108.0,19.0,4.0,19.0,72.0,485.0
1610612739,202684,49.0,0.0,549.0,0.608,0.0,0.288,73.0,101.0,174.0,51.0,12.0,14.0,29.0,59.0,161.0
1610612739,1629660,2.0,0.0,15.0,0.5,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0
1610612742,1630639,42.0,0.0,311.0,0.446,0.26,0.652,14.0,36.0,50.0,20.0,10.0,3.0,14.0,22.0,136.0
1610612742,1641788,6.0,0.0,40.0,0.4,0.2,1.0,4.0,1.0,5.0,0.0,3.0,0.0,2.0,2.0,15.0
1610612742,1630314,17.0,0.0,113.0,0.37,0.2,0.647,4.0,9.0,13.0,17.0,1.0,1.0,7.0,4.0,54.0
1610612742,1629655,74.0,66.0,1814.0,0.725,0.0,0.674,195.0,367.0,562.0,115.0,65.0,153.0,74.0,227.0,814.0
1610612742,203957,55.0,17.0,1088.0,0.533,0.491,0.779,25.0,124.0,149.0,157.0,22.0,5.0,49.0,85.0,428.0
1610612742,1641726,55.0,42.0,1294.0,0.747,0.0,0.506,135.0,243.0,378.0,60.0,36.0,77.0,50.0,144.0,483.0
1610612742,1627884,76.0,66.0,1783.0,0.483,0.343,0.713,82.0,168.0,250.0,75.0,53.0,51.0,65.0,121.0,657.0
1610612742,1641926,4.0,0.0,30.0,0.526,0.125,0.333,1.0,8.0,9.0,4.0,0.0,1.0,3.0,1.0,22.0
1610612742,203939,63.0,9.0,836.0,0.679,0.333,0.708,97.0,117.0,214.0,84.0,26.0,20.0,32.0,113.0,208.0
1610612742,1629684,76.0,43.0,2130.0,0.456,0.375,0.757,86.0,232.0,318.0,174.0,44.0,39.0,109.0,226.0,784.0
1610612742,1630535,6.0,0.0,40.0,0.455,0.333,0.444,3.0,6.0,9.0,4.0,0.0,4.0,4.0,5.0,15.0
